1580. Akira Yamaoka - The Reverse Will [processor=172.16.112.22,exit=1,duration=4.29s]
1581. Akira Yamaoka - Theme Of Laura [processor=172.16.112.22,exit=1,duration=3.86s]
1582. Akira Yamaoka - Heaven's Night [processor=172.16.112.22,exit=1,duration=2.59s]
1583. Akira Yamaoka - Magdalene [processor=172.16.112.22,exit=1,duration=2.52s]
1584. Akira Yamaoka - Laura Plays The Piano [processor=localhost,exit=1,duration=4.22s]
1585. Akira Yamaoka - Theme Of Laura (Reprise) [processor=172.16.112.22,exit=1,duration=2.37s]
1586. Akira Yamaoka - Promise (Reprise) [processor=172.16.112.22,exit=1,duration=2.36s]
1587. Akira Yamaoka - Forest [processor=172.16.112.22,exit=1,duration=2.17s]
1588. Akira Yamaoka - Ordinary Vanity [processor=172.16.112.22,exit=1,duration=2.27s]
1589. Akira Yamaoka - Pianissimo Epilogue [processor=172.16.112.22,exit=1,duration=2.21s]
1590. Akira Yamaoka - White Noiz [processor=172.16.112.22,exit=1,duration=1.80s]
3311. Unknown Artist - Peter Joseph - The Zeitgeist.mp3 [processor=localhost,exit=0,duration=7.61s,speed=25.44x]
3312. Unknown Artist - Peter Joseph - Zeitgeist.mp3 [processor=localhost,exit=0,duration=5.13s,speed=29.36x]
3313. Phats & Small - Wait Untill Tomorrow [processor=localhost,exit=0,duration=10.55s,speed=22.76x]
3314. Planet Funk - If We Try [processor=localhost,exit=0,duration=8.96s,speed=21.16x]
3315. Planet Funk - Inhuman Perfection [processor=localhost,exit=0,duration=12.75s,speed=22.67x]
3316. Planet Funk - We Turn [processor=localhost,exit=0,duration=10.70s,speed=24.69x]
3319. Psychoactive - Tubular Bells [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3317. Poets Of The Fall - Late Goodbye [processor=localhost,exit=0,duration=10.86s,speed=20.82x]
3320. Pudra - _ma slo [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3318. Poets Of The Fall - Sleep [processor=localhost,exit=0,duration=12.71s,speed=23.53x]
3321. Purple Motion - Excerpts form the Oceanic Suite [processor=172.16.112.22,exit=65280,duration=5.04s,speed=0.00x]
3322. Unknown Artist - Purple Motion - Skyrider.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3323. Unknown Artist - Hybrid Song [processor=localhost,exit=0,duration=6.20s,speed=22.64x]
3324. Unknown Artist - Quazar of Sanxion - Funky Stars.mp3 [processor=localhost,exit=0,duration=6.79s,speed=20.71x]
3325. Ray Parker Jr. - Ghostbusters [processor=localhost,exit=0,duration=11.47s,speed=21.48x]
3326. Red Hot Chili Peppers - Under The Bridge [processor=localhost,exit=0,duration=11.76s,speed=23.25x]
3251. Mark Foster + A-Trak + Kimbra - Warrior [processor=localhost,exit=0,duration=11.42s,speed=22.22x]
3276. Movie music - Stars de la pub [processor=localhost,exit=0,duration=12.26s,speed=23.48x]
3277. Unknown Artist - Mt.Wolf - Life Size Ghosts.mp3 [processor=localhost,exit=0,duration=9.40s,speed=26.46x]
3278. Murray Head - One Night In Bangkok [processor=localhost,exit=0,duration=9.93s,speed=23.61x]
3288. Notre Dame de Paris - Bohemienne (Remix) [processor=localhost,exit=0,duration=12.47s,speed=21.47x]
3290. Oi Va Voi - Tatar Love Song (feat. Maiya James) [processor=localhost,exit=0,duration=13.43s,speed=23.79x]
3293. Unknown Artist - Oliveray - You Dont Love.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3291. Уlafur Arnalds feat. Arnor Dan - So Close (E-Spectro Unofficial Edit) [processor=localhost,exit=0,duration=11.95s,speed=22.21x]
3304. Patrick Podage - Back To You [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3305. Paul Lawler - Dead Roads [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3319. Psychoactive - Tubular Bells [processor=172.16.112.22,exit=65280,duration=5.02s,speed=0.00x]
3307. Per Kristian Risvik - Casio SA-1 demo song [processor=localhost,exit=0,duration=7.06s,speed=25.62x]
3301. Soundscapes - Palace Of Vision - Hawk Eye [processor=localhost,exit=0,duration=15.08s,speed=22.23x]
3320. Pudra - _ma slo [processor=localhost,exit=0,duration=6.42s,speed=21.37x]
3322. Unknown Artist - Purple Motion - Skyrider.mp3 [processor=localhost,exit=0,duration=7.11s,speed=28.08x]
3321. Purple Motion - Excerpts form the Oceanic Suite [processor=localhost,exit=0,duration=14.02s,speed=22.00x]
3293. Unknown Artist - Oliveray - You Dont Love.mp3 [processor=localhost,exit=0,duration=9.39s,speed=21.44x]
3304. Patrick Podage - Back To You [processor=localhost,exit=0,duration=21.24s,speed=22.03x]
3305. Paul Lawler - Dead Roads [processor=localhost,exit=0,duration=20.01s,speed=20.57x]
3327. Unknown Artist - I will [processor=localhost,exit=0,duration=6.09s,speed=23.32x]
3319. Psychoactive - Tubular Bells [processor=localhost,exit=0,duration=13.70s,speed=23.61x]
3329. Unknown Artist - Residence A - какие-то иероглифы.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3328. Reserve - Destination Pour L'Inconnu [processor=localhost,exit=0,duration=8.68s,speed=22.84x]
3331. Rhye - Open (JT Donaldson Remix) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3332. Richard Cheese - Stronger [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3333. Rondo Veneziano - La Serenissima [processor=localhost,exit=0,duration=6.06s,speed=22.37x]
3330. Revolvr - The Beat Goes On (Charles Deluxe Remix) [processor=localhost,exit=0,duration=13.87s,speed=23.10x]
3334. Ruins - Sexual Desire [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3336. Неизвестный исполнитель - Дорожка 1 [processor=localhost,exit=0,duration=7.96s,speed=22.64x]
3335. Ryan Adams - Wonderwall [processor=localhost,exit=0,duration=12.07s,speed=20.67x]
3337. Samuel Crossley - Spirit of Inquiry [processor=localhost,exit=0,duration=5.63s,speed=23.46x]
3339. Sasha Vista - ? ???? ????? [processor=localhost,exit=0,duration=9.85s,speed=24.92x]
3338. Sash! - La Primavera (Magic Alecs Break For Love Mix) (Eurodance - vk.com/id20720766) [processor=localhost,exit=0,duration=17.37s,speed=25.52x]
3340. Scooter - We Are The Greatest [processor=localhost,exit=0,duration=12.30s,speed=21.46x]
3341. Unknown Artist - Scorpions - Wind of Change.mp3 [processor=localhost,exit=0,duration=13.44s,speed=23.18x]
3342. Seal - Crazy [processor=localhost,exit=0,duration=14.89s,speed=23.94x]
3343. Secret Garden - Silent Wings [processor=localhost,exit=0,duration=10.55s,speed=21.09x]
3344. Setsuna - Melt [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3346. Shanti People feat Edwud - Bolo Radhe [processor=localhost,exit=0,duration=8.41s,speed=22.65x]
3347. Shpongle - Around the World in a Tea Daze [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3348. Simon & Garfunkel(1) - El conor Pasa [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3345. Stephen Warbeck - The End [processor=localhost,exit=0,duration=13.71s,speed=22.29x]
3349. Sismo - Palma Roja [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3350. Six Drummers - Doctor Doctor Give Me Gas (In My Ass) Pt. 1 [processor=localhost,exit=0,duration=6.23s,speed=21.32x]
3351. Slakker - Просто [processor=localhost,exit=0,duration=4.89s,speed=21.69x]
3353. V.A. - Spilluffe / Killed By Death [processor=localhost,exit=0,duration=9.82s,speed=24.58x]
3352. Unknown Artist - SOMA - PREVIEW ALBUM 2012.mp3 [processor=localhost,exit=0,duration=13.53s,speed=21.93x]
3354. Reegz - Thats True (sPyChOoL 2005 elektro reMIX) [processor=localhost,exit=0,duration=9.36s,speed=22.70x]
3355. Status Quo - In the army now [processor=localhost,exit=0,duration=12.22s,speed=23.00x]
3356. Stefan Torto - Ambion [processor=localhost,exit=0,duration=18.19s,speed=22.39x]
3357. Stella Luna - Antares [processor=localhost,exit=0,duration=20.57s,speed=24.26x]
3360. Stevie Wonder - Part Time Lover [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3358. Stella Luna - Change [processor=localhost,exit=0,duration=16.23s,speed=24.37x]
3361. Sub Focus - Tidal Wave (ft. Alpines) [Original Mix] [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3359. Stereoboy - Beetlebum (blur cover) [processor=localhost,exit=0,duration=12.73s,speed=22.63x]
3362. Sufjan Stevens - Futile Devices (Shigeto Remix) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3364. Supermax - Camillo [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3363. Sunsay - Просыпаться Пора [processor=localhost,exit=0,duration=10.04s,speed=23.64x]
3365. Syl Johnson - Don't Do It [processor=localhost,exit=0,duration=6.71s,speed=24.24x]
3366. Sympathy Nervous - Polaroid [processor=localhost,exit=0,duration=10.36s,speed=21.80x]
3367. Tahuna Breaks - Reflections [processor=localhost,exit=0,duration=18.20s,speed=24.19x]
3368. Talk Talk - I Don't Believe in You [processor=localhost,exit=0,duration=12.69s,speed=23.83x]
3369. Talk Talk - Living In Another World (Single Version) [processor=localhost,exit=0,duration=10.17s,speed=25.03x]
3370. Tears For Fears - Mad World [1982 original] [processor=localhost,exit=0,duration=8.87s,speed=23.89x]
3372. Ted Irens - Another Moon Night [processor=localhost,exit=0,duration=12.45s,speed=22.07x]
3371. Ted Irens - Alone World [processor=localhost,exit=0,duration=15.83s,speed=23.30x]
3375. Ted Irens - Autumn Rain [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3374. Ted Irens - Autobahn [processor=localhost,exit=0,duration=10.98s,speed=21.82x]
3373. Ted Irens - Around The World For One Hour [processor=localhost,exit=0,duration=12.21s,speed=24.87x]
3376. Ted Irens - Beyond Time (Gift Edition) Sampler [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3377. Ted Irens - Crystal Driver [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3380. Ted Irens - Dead Rock [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3378. Ted Irens - Dancing on the Moon [processor=localhost,exit=0,duration=5.95s,speed=19.22x]
3379. Ted Irens - Day Has Gone [processor=localhost,exit=0,duration=13.67s,speed=22.75x]
3381. Ted Irens - DJ's Capital Remix [processor=localhost,exit=0,duration=12.09s,speed=22.96x]
3382. Ted Irens - Dreamland Trip [processor=localhost,exit=0,duration=9.31s,speed=23.50x]
3383. Ted Irens - Dreams Of Love [processor=localhost,exit=0,duration=12.12s,speed=23.38x]
3331. Rhye - Open (JT Donaldson Remix) [processor=localhost,exit=0,duration=10.44s,speed=22.36x]
3329. Unknown Artist - Residence A - какие-то иероглифы.mp3 [processor=localhost,exit=0,duration=20.92s,speed=26.51x]
3332. Richard Cheese - Stronger [processor=localhost,exit=0,duration=6.09s,speed=24.50x]
3334. Ruins - Sexual Desire [processor=localhost,exit=0,duration=8.59s,speed=22.43x]
3348. Simon & Garfunkel(1) - El conor Pasa [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3344. Setsuna - Melt [processor=localhost,exit=0,duration=14.68s,speed=23.49x]
3360. Stevie Wonder - Part Time Lover [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3361. Sub Focus - Tidal Wave (ft. Alpines) [Original Mix] [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3362. Sufjan Stevens - Futile Devices (Shigeto Remix) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3349. Sismo - Palma Roja [processor=localhost,exit=0,duration=12.51s,speed=28.44x]
3347. Shpongle - Around the World in a Tea Daze [processor=localhost,exit=0,duration=26.35s,speed=25.87x]
3364. Supermax - Camillo [processor=localhost,exit=0,duration=8.73s,speed=22.81x]
3375. Ted Irens - Autumn Rain [processor=localhost,exit=0,duration=12.98s,speed=22.48x]
3376. Ted Irens - Beyond Time (Gift Edition) Sampler [processor=localhost,exit=0,duration=17.12s,speed=23.73x]
3380. Ted Irens - Dead Rock [processor=localhost,exit=0,duration=2.03s,speed=23.64x]
3377. Ted Irens - Crystal Driver [processor=localhost,exit=0,duration=11.23s,speed=21.52x]
3348. Simon & Garfunkel(1) - El conor Pasa [processor=localhost,exit=0,duration=8.46s,speed=22.23x]
3360. Stevie Wonder - Part Time Lover [processor=localhost,exit=0,duration=10.88s,speed=23.49x]
3361. Sub Focus - Tidal Wave (ft. Alpines) [Original Mix] [processor=localhost,exit=0,duration=9.28s,speed=24.30x]
3362. Sufjan Stevens - Futile Devices (Shigeto Remix) [processor=localhost,exit=0,duration=10.81s,speed=23.01x]
3385. Ted Irens - Flight Through The Ground [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3384. Ted Irens - Fate [processor=localhost,exit=0,duration=12.01s,speed=23.58x]
3387. Ted Irens - Hz [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3388. Ted Irens - Images [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3389. Ted Irens - Introduction [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3386. Ted Irens - Happy Groove [processor=localhost,exit=0,duration=10.50s,speed=22.17x]
3390. Ted Irens - Jessus Christ - Superstar [processor=localhost,exit=0,duration=8.16s,speed=24.28x]
3391. Ted Irens - Living in Clouds [processor=localhost,exit=0,duration=13.60s,speed=22.78x]
3392. Ted Irens - Magnetic Law [processor=localhost,exit=0,duration=10.10s,speed=26.25x]
3394. Ted Irens - Mountain Motive [processor=localhost,exit=0,duration=10.93s,speed=22.80x]
3393. Ted Irens - Metro [processor=localhost,exit=0,duration=11.59s,speed=25.68x]
3396. Ted Irens - Northern Lights [processor=localhost,exit=0,duration=13.58s,speed=20.31x]
3395. Ted Irens - New Age Forever [processor=localhost,exit=0,duration=15.78s,speed=24.51x]
3397. Ted Irens - Pops [processor=localhost,exit=0,duration=8.07s,speed=23.82x]
3398. Ted Irens - Rain in the Forest [processor=localhost,exit=0,duration=12.61s,speed=22.00x]
3400. Ted Irens - Rising Star [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3399. Ted Irens - Rider [processor=localhost,exit=0,duration=9.89s,speed=22.44x]
3402. Ted Irens - She Has Changed My Life [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3403. Unknown Artist - Ted Irens - Some Tracks Sampler.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3405. Ted Irens - Summer Evening [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3404. Ted Irens - Spring In Our Souls [processor=localhost,exit=0,duration=14.49s,speed=17.57x]
3401. Ted Irens - She Has Changed My Life 2 [processor=localhost,exit=0,duration=20.00s,speed=18.30x]
3406. Ted Irens - Sunday Breakfast [processor=localhost,exit=0,duration=13.74s,speed=18.85x]
3407. Ted Irens - The City [processor=localhost,exit=0,duration=12.79s,speed=20.11x]
3408. Ted Irens - The Road Of Trance [processor=localhost,exit=0,duration=8.01s,speed=20.48x]
3409. Ted Irens - The Rock [processor=localhost,exit=0,duration=11.88s,speed=20.13x]
3411. Ted Irens - Trancendention [processor=localhost,exit=0,duration=8.60s,speed=20.10x]
3410. Ted Irens - The Thunder [processor=localhost,exit=0,duration=20.39s,speed=18.11x]
3414. Solarsoul - Defying Gravity@Live Mix (Club Mate) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3412. Ted Irens - Two Mountains [processor=localhost,exit=0,duration=12.51s,speed=17.49x]
3413. Ted Irens - Winter's Sunset [processor=localhost,exit=0,duration=8.34s,speed=19.00x]
3416. The Alan Parsons Project - Blue Blue Sky (remix by ted irens) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3417. Unknown Artist - The Animals - House of Rising Sun.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3418. Beatles - With A Little Help From My Friends [processor=localhost,exit=0,duration=7.28s,speed=21.32x]
3385. Ted Irens - Flight Through The Ground [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3415. Tentura - Rain of Light [processor=localhost,exit=0,duration=22.03s,speed=19.88x]
3387. Ted Irens - Hz [processor=localhost,exit=0,duration=17.47s,speed=21.67x]
3388. Ted Irens - Images [processor=localhost,exit=0,duration=10.76s,speed=19.87x]
3400. Ted Irens - Rising Star [processor=localhost,exit=0,duration=5.71s,speed=21.16x]
3389. Ted Irens - Introduction [processor=localhost,exit=0,duration=13.08s,speed=22.31x]
3402. Ted Irens - She Has Changed My Life [processor=localhost,exit=0,duration=17.29s,speed=24.18x]
3403. Unknown Artist - Ted Irens - Some Tracks Sampler.mp3 [processor=localhost,exit=0,duration=20.67s,speed=21.70x]
3414. Solarsoul - Defying Gravity@Live Mix (Club Mate) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3405. Ted Irens - Summer Evening [processor=localhost,exit=0,duration=12.49s,speed=23.01x]
3416. The Alan Parsons Project - Blue Blue Sky (remix by ted irens) [processor=localhost,exit=0,duration=10.18s,speed=22.11x]
3417. Unknown Artist - The Animals - House of Rising Sun.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3385. Ted Irens - Flight Through The Ground [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3419. The Beau Hunks Saxophone Soctette - Manhattan Serenade [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3420. Unknown Artist - The Huge - Привид.mp3 [processor=localhost,exit=0,duration=10.44s,speed=22.50x]
3414. Solarsoul - Defying Gravity@Live Mix (Club Mate) [processor=localhost,exit=0,duration=18.03s,speed=22.49x]
3421. Unknown Artist - Chip 'N Dale's Rescue Rangers Theme Song [processor=localhost,exit=0,duration=9.55s,speed=22.98x]
3423. Unknown Artist - The KLF - Last Train To Trancentra.mp3 [processor=localhost,exit=0,duration=8.78s,speed=24.15x]
3422. The Jonzun Crew - Space Cowboy [processor=localhost,exit=0,duration=14.74s,speed=23.33x]
3425. Prodigi - Speed fire [processor=localhost,exit=0,duration=12.17s,speed=25.30x]
3427. The Temper Trap - Soldier On_(musiclife.kz) - The Temper Trap - Soldier On_(musiclife.kz) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3424. The Mars Volta - L' Via l'Viaquez [processor=localhost,exit=0,duration=30.66s,speed=24.19x]
3426. Unknown Artist - The Pull - Closer (Phunk Investigation Club Mix).mp3 [processor=localhost,exit=0,duration=21.11s,speed=23.26x]
3429. Tim Story - Helen of the West [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3430. Tina Turner - We Don't Need Another Hero (Thunderdome) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3432. Traffic - Feelin' Alright [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3428. Thomas Petersen - Time Will Come Again (Lisaya Vs. Petersen Chillout Mix) [processor=localhost,exit=0,duration=11.29s,speed=22.14x]
3431. Toto - Africa [processor=localhost,exit=0,duration=12.78s,speed=23.21x]
3433. Trance Atlantic Airwaves - Chase [processor=localhost,exit=0,duration=11.47s,speed=23.35x]
3434. Trance Atlantic Air Waves - Crockett's Theme (Radio Edit) [processor=localhost,exit=0,duration=10.28s,speed=22.02x]
3435. Unknown Artist - Transcend - Hazel Eyes.mp3 [processor=localhost,exit=0,duration=11.01s,speed=23.66x]
3436. Unknown Artist - trio SOMA - Big question about universe (feat. voice Stephen William Hawking).mp3 [processor=localhost,exit=0,duration=22.13s,speed=22.61x]
3437. Unknown Artist - trio SOMA - Sakura.mp3 [processor=localhost,exit=0,duration=17.40s,speed=21.51x]
3439. Turquoise Days - Blurred [processor=localhost,exit=0,duration=9.29s,speed=22.71x]
3440. Tycho - Adrift (Shigeto's Adrift A Dream Remix) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3442. Tycho - Melanine [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3443. UCF - Keygen Music (for Sea Picture Viewer) (Remake) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3438. Unknown Artist - trio SOMA - Tony Takinati.mp3 [processor=localhost,exit=0,duration=24.05s,speed=22.43x]
3444. Unknown Artist - S.A.L.D [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
3445. Unknown Artist - Unselect - abc.mp3 [processor=localhost,exit=0,duration=6.67s,speed=19.54x]
3441. Tycho - Dive [processor=localhost,exit=0,duration=22.35s,speed=22.37x]
3417. Unknown Artist - The Animals - House of Rising Sun.mp3 [processor=localhost,exit=0,duration=11.83s,speed=22.43x]
3446. Unknown Artist - v3ntrue - Vienna.mp3 [processor=localhost,exit=0,duration=18.29s,speed=22.01x]
